npi,org_name,city,state,search_state,primary_taxonomy,category
1063490407,AIR EVAC EMS INC,Keokuk,IA,IA,"Ambulance, Air Transport",air
1073104691,"AIR EVAC EMS, INC.",Clarinda,IA,IA,"Ambulance, Air Transport",air
1871180273,"APOLLO MEDFLIGHT, LLC",Atlantic,IA,IA,"Ambulance, Air Transport",air
1033532718,CATHOLIC HEALTH INITIATIVES-IOWA CORP,Knoxville,IA,IA,"Ambulance, Air Transport",air
1497962468,CENTRAL IOWA HEALTH SYSTEM,Des Moines,IA,IA,"Ambulance, Air Transport",air
1376846972,MED-TRANS CORPORATION,Sioux City,IA,IA,"Ambulance, Air Transport",air
1669931382,MED-TRANS CORPORATION,Cedar Rapids,IA,IA,"Ambulance, Air Transport",air
1730482332,MED-TRANS CORPORATION,Mason City,IA,IA,"Ambulance, Air Transport",air
1851571855,MERCY MEDICAL CENTER NORTH IOWA,Mason City,IA,IA,"Ambulance, Air Transport",air
1891872552,QUAD CITY HELICOPTER EMERGENCY MEDICAL SERVICE,Colona,IL,IA,"Ambulance, Air Transport",air
1003394164,"ROCKY MOUNTAIN HOLDINGS, LLC",Clarida,IA,IA,"Ambulance, Air Transport",air
1437642071,"ROCKY MOUNTAIN HOLDINGS, LLC",Knoxville,IA,IA,"Ambulance, Air Transport",air
1376108506,"ROCKY MOUNTAIN HOLDINGS, LLC",Iowa City,IA,IA,"Ambulance, Air Transport",air
1922671619,"ROCKY MOUNTAIN HOLDINGS, LLC",Fort Dodge,IA,IA,"Ambulance, Air Transport",air
1952799769,"ROCKY MOUNTAIN HOLDINGS, LLC",Iowa City,IA,IA,"Ambulance, Air Transport",air
1740890102,"ROCKY MOUNTAIN HOLDINGS, LLC",Sioux City,IA,IA,"Ambulance, Air Transport",air
1043028921,"ROCKY MOUNTAIN HOLDINGS, LLC",Davenport,IA,IA,"Ambulance, Air Transport",air
1306397401,"ROCKY MOUNTAIN HOLDINGS, LLC",Dubuque,IA,IA,"Ambulance, Air Transport",air
1598411076,"ROCKY MOUNTAIN HOLDINGS, LLC",Audubon,IA,IA,"Ambulance, Air Transport",air
1295501989,"ROCKY MOUNTAIN HOLDINGS, LLC",Des Moines,IA,IA,"Ambulance, Air Transport",air
1063896074,"ROCKY MOUNTAIN HOLDINGS, LLC",Des Moines,IA,IA,"Ambulance, Air Transport",air
1871429423,"ROCKY MOUNTAIN HOLDINGS, LLC",Clinton,IA,IA,"Ambulance, Air Transport",air
1659417764,BELMOND COMMUNITY HOSPITAL,Belmond,IA,IA,Ambulance,hospital-owned
1790855914,BOONE COUNTY HOSPITAL AMBULANCE,Boone,IA,IA,Ambulance,hospital-owned
1922164227,BUENA VISTA REGIONAL MEDICAL CENTER,Storm Lake,IA,IA,Ambulance,hospital-owned
1225451909,"CATHOLIC HEALTH INITIATIVES, IOWA CORP",Centerville,IA,IA,"Ambulance, Land Transport",hospital-owned
1053539932,CATHOLIC HEALTH INITIATIVES-IOWA CORP.,Des Moines,IA,IA,Ambulance,hospital-owned
1710048269,CENTRAL COMMUNITY HOSPITAL,Elkader,IA,IA,Ambulance,hospital-owned
1033201793,CENTRAL IOWA HOSPITAL CORPORATION,Des Moines,IA,IA,Psychiatric Unit,hospital-owned
1356433049,CENTRAL IOWA HOSPITAL CORPORATION,Des Moines,IA,IA,General Acute Care Hospital,hospital-owned
1598905762,CENTRAL IOWA HOSPITAL CORPORATION,West Des Moines,IA,IA,General Acute Care Hospital,hospital-owned
1396837951,CENTRAL IOWA HOSPITAL CORPORATION,Des Moines,IA,IA,General Acute Care Hospital,hospital-owned
1003908666,CENTRAL IOWA HOSPITAL CORPORATION,Des Moines,IA,IA,Rehabilitation Unit,hospital-owned
1093754962,CLARINDA REGIONAL HEALTH CENTER AMBULANCE,Clarinda,IA,IA,Ambulance,hospital-owned
1700827896,COVENANT MEDICAL CENTER INC,Waterloo,IA,IA,General Acute Care Hospital,hospital-owned
1588780985,COVENANT MEDICAL CENTER INC,Waterloo,IA,IA,Ambulance,hospital-owned
1649240201,CRAWFORD COUNTY MEMORIAL HOSPITAL,Denison,IA,IA,"Ambulance, Land Transport",hospital-owned
1043427610,DECATUR COUNTY HOSPITAL,Leon,IA,IA,Ambulance,hospital-owned
1235208422,DELAWARE COUNTY MEMORIAL HOSPITAL,Manchester,IA,IA,"Ambulance, Land Transport",hospital-owned
1720162019,FRANKLIN GENERAL HOSPITAL,Hampton,IA,IA,Ambulance,hospital-owned
1457596199,GENESIS HEALTH SYSTEM,Davenport,IA,IA,Ambulance,hospital-owned
1649368523,GENESIS HEALTH SYSTEM,De Witt,IA,IA,"General Acute Care Hospital, Critical Access",hospital-owned
1972542264,GENESIS HEALTH SYSTEM,Davenport,IA,IA,General Acute Care Hospital,hospital-owned
1932139359,GUTTENBERG MUNICIPAL HOSPITAL,Guttenberg,IA,IA,"General Acute Care Hospital, Critical Access",hospital-owned
1083767321,HAMILTON COUNTY PUBLIC HOSPITAL,Webster City,IA,IA,"Ambulance, Land Transport",hospital-owned
1770640708,HENRY COUNTY SOLDIERS' AND SAILORS' MEMORIAL HOSPITAL,Mount Pleasant,IA,IA,"Ambulance, Land Transport",hospital-owned
1821170754,HUMBOLDT COUNTY MEMORIAL HOSPITAL,Humboldt,IA,IA,Ambulance,hospital-owned
1225245939,LUCAS COUNTY HEALTH CENTER,Chariton,IA,IA,Ambulance,hospital-owned
1588644298,MAHASKA COUNTY HOSPITAL,Oskaloosa,IA,IA,"Ambulance, Land Transport",hospital-owned
1538199617,MARIAN HEALTH CENTER-SMHC,Sioux City,IA,IA,General Acute Care Hospital,hospital-owned
1447470463,MARY GREELEY MEDICAL CENTER,Ames,IA,IA,"Ambulance, Land Transport",hospital-owned
1669598074,MERCY HOSPITAL OF FRANCISCAN SISTERS INC,Oelwein,IA,IA,Ambulance,hospital-owned
1528009511,MERCY HOSPITAL OF FRANCISCAN SISTERS INC,Oelwein,IA,IA,"General Acute Care Hospital, Critical Access",hospital-owned
1255484903,MERCY MEDICAL CENTER-CENTERVILLE,Centerville,IA,IA,"Ambulance, Land Transport",hospital-owned
1851460984,MITCHELL COUNTY REGIONAL HEALTH CENTER,Osage,IA,IA,"Ambulance, Land Transport",hospital-owned
1740442888,MONROE COUNTY HOSPITAL,Albia,IA,IA,"Ambulance, Land Transport",hospital-owned
1104999010,ORANGE CITY MUNICIPAL HOSPITAL,Orange City,IA,IA,Ambulance,hospital-owned
1275746406,"OTTUMWA REGIONAL HEALTH CENTER, INC",Ottumwa,IA,IA,Ambulance,hospital-owned
1245334960,PALO ALTO COUNTY HOSPITAL,Emmetsburg,IA,IA,Ambulance,hospital-owned
1417991316,REGIONAL HEALTH SERVICES OF HOWARD COUNTY,Cresco,IA,IA,"General Acute Care Hospital, Critical Access",hospital-owned
1144324740,REGIONAL HEALTH SERVICES OF HOWARD COUNTY,Cresco,IA,IA,Ambulance,hospital-owned
1508916024,RINGGOLD COUNTY HOSPITAL,Mount Ayr,IA,IA,"Ambulance, Land Transport",hospital-owned
1649300641,ADAIR FIRE DEPARTMENT INC,Adair,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1750509279,ADAMS COUNTY AMBULANCE,Corning,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1588733521,ALTON FIRE & RESCUE,Alton,IA,IA,Ambulance,municipal-fire-volunteer
1477583623,ASBURY COMMUNITY FIRE DEPARTMENT,Asbury,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1003271065,AVOCA VOLUNTEER FIRE DEPARTMENT,Avoca,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1164415162,BAXTER RURAL FIRE & RESCUE,Baxter,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1922234400,BAXTER RURAL FIRE AND RESCUE DEPT.,Baxter,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1104092535,BEDFORD VOLUNTEER MUNICIPAL AMBULANCE SERVICE,Bedford,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1306826599,BENNETT VOLUNTEER AMBULANCE SERVICE,Bennett,IA,IA,Ambulance,municipal-fire-volunteer
1891878757,BERNARD RESCUE UNIT INC,Bernard,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1457596405,BI COUNTY AMBULANCE,Dyersville,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1144333998,BI-COUNTY AMBULANCE,Dyersville,IA,IA,Ambulance,municipal-fire-volunteer
1770170425,BLAKESBURG COMMUNITY FIRE BOARD,Blakesburg,IA,IA,Ambulance,municipal-fire-volunteer
1063441194,BLAKESBURG FIRE & RESCUE,Blakesburg,IA,IA,Ambulance,municipal-fire-volunteer
1598910002,BUFFALO CENTER VOLUNTEER AMBULANCE,Buffalo Center,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1073566444,BUFFALO VOLUNTEER AMBULANCE SERVICE INC,Blue Grass,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1902835903,CAMP TWP-POLK COUNTY,Runnells,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1598770455,CARROLL COUNTY COUNTY AUDITOR,Carroll,IA,IA,Ambulance,municipal-fire-volunteer
1497617807,CEDAR COUNTY,Tipton,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1972583714,CENTRALIA PEOSTA COMMUNITY FIRE DEPARTMENT,Peosta,IA,IA,Ambulance,municipal-fire-volunteer
1871659763,CITY OF ACKLEY,Ackley,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1346650777,CITY OF AKRON,Akron,IA,IA,Ambulance,municipal-fire-volunteer
1790715969,CITY OF ALGONA,Algona,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1881741742,CITY OF ALLISON,Allison,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1548378664,CITY OF ALTOONA,Altoona,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1093999120,CITY OF ANITA,Anita,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1548239569,CITY OF ANITA VOLUNTEER FIRE DEPT,Anita,IA,IA,Ambulance,municipal-fire-volunteer
1225006968,CITY OF ANKENY,Ankeny,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1669717237,CITY OF ARLINGTON,Arlington,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1720140734,CITY OF BANCROFT,Bancroft,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1003791427,CITY OF BAXTER,Baxter,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1376039040,CITY OF BENNETT,Bennett,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1649213752,CITY OF BLAIRSTOWN,Blairstown,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1356411318,CITY OF BOYDEN,Boyden,IA,IA,Ambulance,municipal-fire-volunteer
1932281292,CITY OF BRONSON,Bronson,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1467593129,CITY OF BURLINGTON,Burlington,IA,IA,Ambulance,municipal-fire-volunteer
1073615274,CITY OF BUSSEY,Bussey,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1073764007,CITY OF CAMANCHE,Camanche,IA,IA,Ambulance,municipal-fire-volunteer
1174568380,CITY OF CARLISLE,Carlisle,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1467514422,CITY OF CARSON,Carson,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1902884885,CITY OF CARTER LAKE,Carter Lake,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1861969578,CITY OF CENTERVILLE,Centerville,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1033110739,CITY OF CLARENCE,Clarence,IA,IA,Ambulance,municipal-fire-volunteer
1215988431,CITY OF CLARION,Clarion,IA,IA,Ambulance,municipal-fire-volunteer
1285720458,CITY OF CLARKSVILLE,Clarksville,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1154342327,CITY OF CLEAR LAKE CITY CLERK,Clear Lake,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1649363201,CITY OF CLINTON,Clinton,IA,IA,Ambulance,municipal-fire-volunteer
1366596736,CITY OF CLIVE,Clive,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1427040500,CITY OF COLFAX,Colfax,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1730261058,CITY OF CORRECTIONVILLE,Correctionville,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1366428716,CITY OF COUNCIL BLUFFS,Council Bluffs,IA,IA,Ambulance,municipal-fire-volunteer
1649312653,CITY OF CUMBERLAND,Cumberland,IA,IA,Ambulance,municipal-fire-volunteer
1821145061,CITY OF CUSHING,Cushing,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1972656841,CITY OF DES MOINES IOWA,Des Moines,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1669529384,CITY OF DIKE,Dike,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1669482741,CITY OF DOWS,Dows,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1780636803,CITY OF DUBUQUE,Dubuque,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1588720874,CITY OF DUNKERTON,Dunkerton,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1275535353,CITY OF DYSART,Dysart,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1093889644,CITY OF EAGLE GROVE,Eagle Grove,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1871655712,CITY OF EARLVILLE,Earlville,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1518952670,CITY OF EDGEWOOD,Edgewood,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1093894388,CITY OF ELBERON,Elberon,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1659301828,CITY OF ELDORA,Eldora,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1699704734,CITY OF ELLSWORTH,Ellsworth,IA,IA,Ambulance,municipal-fire-volunteer
1124172028,CITY OF ESSEX,Essex,IA,IA,Ambulance,municipal-fire-volunteer
1376610576,CITY OF EVANSDALE,Evansdale,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1184653222,CITY OF EVERLY,Everly,IA,IA,Ambulance,municipal-fire-volunteer
1376639542,CITY OF FENTON,Fenton,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1932482973,CITY OF FORT DODGE,Fort Dodge,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1043848237,CITY OF FORT MADISON,Fort Madison,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1871202234,CITY OF GLENWOOD,Glenwood,IA,IA,Ambulance,municipal-fire-volunteer
1427080662,CITY OF GRANGER,Granger,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1437276045,CITY OF GRIMES,Grimes,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1730861048,CITY OF GRINNELL,Grinnell,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1225106107,CITY OF GRISWOLD,Griswold,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1033265228,CITY OF GRUNDY CENTER,Grundy Center,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1811076441,CITY OF GUTHRIE CENTER,Guthrie Center,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1558442459,CITY OF HAWARDEN,Hawarden,IA,IA,Ambulance,municipal-fire-volunteer
1699820597,CITY OF HIAWATHA,Hiawatha,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1649339169,CITY OF HOLSTEIN,Holstein,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1982074464,CITY OF HOPKINTON,Hopkinton,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1245300151,CITY OF HUBBARD,Hubbard,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1679645873,CITY OF HUDSON,Hudson,IA,IA,Ambulance,municipal-fire-volunteer
1962721324,CITY OF HUXLEY,Huxley,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1619947199,CITY OF INDIANOLA,Indianola,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1265998942,CITY OF IOWA FALLS,Iowa Falls,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1619033990,CITY OF JESUP,Jesup,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1518023811,CITY OF JEWELL,Jewell,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1942214218,CITY OF JOHNSTON,Johnston,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1215909411,CITY OF KELLOGG,Kellogg,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1528120334,CITY OF KINGSLEY,Kingsley,IA,IA,Ambulance,municipal-fire-volunteer
1598840613,CITY OF KNOXVILLE,Knoxville,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1033112669,CITY OF LA PORTE CITY,La Porte City,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1316976244,CITY OF LAKOTA,Lakota,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1215093661,CITY OF LAURENS,Laurens,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1700953957,CITY OF LEMARS,Lemars,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1356383657,CITY OF LENOX,Lenox,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1780732859,CITY OF LOHRVILLE,Lohrville,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1861553885,CITY OF MAPLETON,Mapleton,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1578585931,CITY OF MASON CITY,Mason City,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1982665634,CITY OF MECHANICSVILLE,Mechanicsville,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1902979719,CITY OF MILO,Milo,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1891787818,CITY OF MONROE,Monroe,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1467548636,CITY OF MONTEZUMA,Montezuma,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1013044270,CITY OF MONTICELLO,Monticello,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1649247099,CITY OF MUSCATINE,Muscatine,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1275248692,CITY OF NASHUA,Nashua,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1649113341,CITY OF NEVADA IOWA,Nevada,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1629136304,CITY OF NEW HARTFORD,New Hartford,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1538161344,CITY OF NEWTON,Newton,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1275578411,CITY OF NORWALK,Norwalk,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1063494052,CITY OF OLIN,Olin,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1255142253,CITY OF OTHO,Otho,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1528019049,CITY OF PACIFIC JUNCTION,Pacific Junction,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1538228499,CITY OF PANORA,Panora,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1427116524,CITY OF PARKERSBURG,Parkersburg,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1114096591,CITY OF PAULLINA,Paullina,IA,IA,Ambulance,municipal-fire-volunteer
1750014981,CITY OF PELLA,Pella,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1538288832,CITY OF PERSIA,Persia,IA,IA,Ambulance,municipal-fire-volunteer
1902958150,CITY OF PLEASANT HILL,Pleasant Hill,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1073673463,CITY OF POLK CITY,Polk City,IA,IA,Ambulance,municipal-fire-volunteer
1003887316,CITY OF PRAIRIE CITY,Prairie City,IA,IA,Ambulance,municipal-fire-volunteer
1689846248,CITY OF RADCLIFFE,Radcliffe,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1679565683,CITY OF REASNOR,Reasnor,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1063589232,CITY OF RED OAK,Red Oak,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1992842025,CITY OF REMSEN-REMSEN AMBULANCE,Remsen,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1205906088,CITY OF ROCK VALLEY,Rock Valley,IA,IA,Ambulance,municipal-fire-volunteer
1447327630,CITY OF ROCKWELL CITY,Rockwell City,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1619150216,CITY OF ROLFE,Rolfe,IA,IA,Ambulance,municipal-fire-volunteer
1053458521,CITY OF SANBORN,Sanborn,IA,IA,Ambulance,municipal-fire-volunteer
1033140272,CITY OF SERGEANT BLUFF,Sergeant Bluff,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1922187244,CITY OF SHELDON,Sheldon,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1710048020,CITY OF SHELL ROCK,Shell Rock,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1770643132,CITY OF SIOUX CENTER - CITY TREASURER,Sioux Center,IA,IA,Ambulance,municipal-fire-volunteer
1669984324,CITY OF SIOUX CITY ACCOUNTING DIVISION,Sioux City,IA,IA,Ambulance,municipal-fire-volunteer
1174673651,CITY OF STANWOOD,Stanwood,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1083770382,CITY OF STRATFORD,Stratford,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1558313668,CITY OF TABOR,Tabor,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1992721344,CITY OF TAMA,Tama,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1144290461,CITY OF TIPTON,Tipton,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1508924515,CITY OF TITONKA,Titonka,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1255320420,CITY OF TRAER,Traer,IA,IA,Ambulance,municipal-fire-volunteer
1801964101,CITY OF TRIPOLI,Tripoli,IA,IA,Ambulance,municipal-fire-volunteer
1346402401,CITY OF TRURO,Truro,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1972501286,CITY OF URBANDALE,Urbandale,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1992829071,CITY OF UTE,Ute,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1255376554,CITY OF VILLISCA,Villisca,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1487127767,CITY OF WALLINGFORD,Wallingford,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1134199318,CITY OF WAPELLO,Wapello,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1811076565,CITY OF WATERLOO,Waterloo,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1174664957,CITY OF WAUKEE,Waukee,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1376643403,CITY OF WELLSBURG,Wellsburg,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1306826359,CITY OF WEST DES MOINES,West Des Moines,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1588705206,CITY OF WEST LIBERTY,West Liberty,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1396801619,CITY OF WHITTEMORE,Whittemore,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1013073337,CITY OF WILLIAMS IOWA,Williams,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1326610726,CITY OF WILTON,Wilton,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1831224757,CITY OF WINDSOR HEIGHTS,Windsor Heights,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1720140635,CLAIRE FIRE & RESCUE AGENCY,Clare,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1437543147,COIN FIRE AND RESCUE,Coin,IA,IA,Ambulance,municipal-fire-volunteer
1932277795,COMMUNITY AMBULANCE SERVICE FOR NORTHERN DES MOINES COUNTY,Mediapolis,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1821217951,COUNTY OF CALHOUN,Rockwell City,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1528779030,COUNTY OF CHICKASAW,New Hampton,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1780148932,COUNTY OF GREENE,Jefferson,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1134539760,COUNTY OF IOWA,Marengo,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1851370134,COUNTY OF JOHNSON,Iowa City,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1811683550,COUNTY OF KOSSUTH,Algona,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1346246253,COUNTY OF LYON,Rock Rapids,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1114914819,COUNTY OF MADISON,Winterset,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1437373156,COUNTY OF OSCEOLA,Sibley,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1003691916,COUNTY OF SCOTT,Davenport,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1033985585,COUNTY OF SHELBY,Harlan,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1164776076,COUNTY OF TAYLOR,Bedford,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1619507415,COUNTY OF WASHINGTON,Washington,IA,IA,Ambulance,municipal-fire-volunteer
1932189867,DALLAS COUNTY IOWA,Perry,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1598902306,DEFIANCE VOLUNTEER FIRE AND RESCUE,Defiance,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1043638497,DELAWARE TOWNSHIP FIRE DEPARTMENT,Des Moines,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1487983219,"DOW CITY-ARION COMMUNITY FIRE DEPARTMENT, INC",Dow City,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1003051681,DUNLAP FIRE AND RESCUE,Dunlap,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1356582738,EARLING FIRE & RESCUE DEPARTMENT,Earling,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1194876938,EARLING FIRE & RESCUE DEPARTMENT,Earling,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1528095056,FARRAGUT FIRE & RESCUE ASSOCIATION,Farragut,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1184813990,FONDA CITY OF,Fonda,IA,IA,Ambulance,municipal-fire-volunteer
1316062201,GARNER VOLUNTEER AMBULANCE SERVICE,Garner,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1548266208,GLENWOOD VOLUNTEER FIRE ASSOC INC,Glenwood,IA,IA,Ambulance,municipal-fire-volunteer
1386677425,GRAND JUNCTION FIRE AND RESCUE UNIT INC,Grand Junction,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1013980309,"GREENE COUNTY EMERGENCY MEDICAL SERVICES, INC.",Jefferson,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1063589554,GREENE VOLUNTEER AMBULANCE SERVICE,Greene,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
1730130428,HAMBURG FIRE PROTECTION AGENCY,Hamburg,IA,IA,"Ambulance, Land Transport",municipal-fire-volunteer
