NPI,Entity Type Code,Replacement NPI,Provider Organization Name (Legal Business Name),Provider Last Name (Legal Name),Provider First Name,Provider Middle Name,Provider Name Prefix Text,Provider Name Suffix Text,Provider Credential Text,Provider First Line Business Mailing Address,Provider Business Mailing Address City Name,Provider Business Mailing Address State Name,Provider Business Mailing Address Postal Code,Provider First Line Business Practice Location Address,Provider Second Line Business Practice Location Address,Provider Business Practice Location Address City Name,Provider Business Practice Location Address State Name,Provider Business Practice Location Address Postal Code,Provider Business Practice Location Address Telephone Number,Authorized Official Last Name,Authorized Official First Name,Authorized Official Title or Position,Authorized Official Telephone Number,Provider Enumeration Date,Last Update Date,NPI Deactivation Date,NPI Reactivation Date,Is Sole Proprietor,Healthcare Provider Taxonomy Code_1,Provider License Number_1,Provider License Number State Code_1,Healthcare Provider Primary Taxonomy Switch_1,Healthcare Provider Taxonomy Code_2,Provider License Number_2,Provider License Number State Code_2,Healthcare Provider Primary Taxonomy Switch_2
1000002034,2,,ASCENSION HEALTH SYSTEM,,,,,,,7574 MAIN ST,DENVER,CO,802020000,7574 MAIN ST,,DENVER,CO,802020000,,WILLIAMS,MARY,CEO,,2008-05-23,2026-01-10,,,,314000000X,,,Y,,,,
1000002109,2,,BAYLOR FAMILY MEDICINE,,,,,,,2034 HURON ST,DENVER,CO,802020000,2034 HURON ST,,DENVER,CO,802020000,,BROWN,ANA,CEO,,2008-05-23,2026-01-10,,,,261QP2300X,,,Y,,,,
1000002174,2,,NORTHWESTERN FAMILY MEDICINE,,,,,,,9838 HURON ST,PHOENIX,AZ,850040000,9838 HURON ST,,PHOENIX,AZ,850040000,,NGUYEN,ANA,CEO,,2008-05-23,2026-01-10,,,,261QP2300X,,,Y,,,,
1000002240,2,,PRESBYTERIAN MEDICAL CENTER,,,,,,,9458 GASTON ST,DALLAS,TX,752010000,9458 GASTON ST,,DALLAS,TX,752010000,,BROWN,RAJ,CEO,,2008-05-23,2026-01-10,,,,282N00000X,,,Y,,,,
1000002315,2,,PRESBYTERIAN CARDIOLOGY GROUP,,,,,,,7524 FANNIN ST,NEW YORK,NY,100160000,7524 FANNIN ST,,NEW YORK,NY,100160000,,WILLIAMS,LINH,CEO,,2008-05-23,2026-01-10,,,,261QP2300X,,,Y,,,,
1000002380,2,,PRESBYTERIAN INTERNAL MEDICINE ASSOCIATES,,,,,,,9458 GASTON ST,DALLAS,TX,752010000,9458 GASTON ST,,DALLAS,TX,752010000,,PATEL,JAMES,CEO,,2008-05-23,2026-01-10,,,,314000000X,,,Y,,,,
1000002455,2,,PRESBYTERIAN MEDICAL CENTER,,,,,,,6599 MAIN ST,DENVER,CO,802020000,6599 MAIN ST,,DENVER,CO,802020000,,GARCIA,MARY,CEO,,2008-05-23,2026-01-10,,,,261QP2300X,,,Y,,,,
1000002521,2,,NORTHWESTERN FAMILY MEDICINE,,,,,,,9279 GASTON ST,DENVER,CO,802020000,9279 GASTON ST,,DENVER,CO,802020000,,NGUYEN,LINH,CEO,,2008-05-23,2026-01-10,,,,282NC0060X,,,Y,,,,
1000002596,2,,METHODIST INTERNAL MEDICINE ASSOCIATES,,,,,,,6568 MAIN ST,CHICAGO,IL,606110000,6568 MAIN ST,,CHICAGO,IL,606110000,,BROWN,DAVID,CEO,,2008-05-23,2026-01-10,,,,314000000X,,,Y,,,,
1000002661,2,,PRESBYTERIAN MEDICAL CENTER,,,,,,,1050 GASTON ST,CHICAGO,IL,606110000,1050 GASTON ST,,CHICAGO,IL,606110000,,BROWN,DAVID,CEO,,2008-05-23,2026-01-10,,,,282NC0060X,,,Y,,,,
1000002737,2,,ASCENSION FAMILY MEDICINE,,,,,,,7574 MAIN ST,DENVER,CO,802020000,7574 MAIN ST,,DENVER,CO,802020000,,JOHNSON,ANA,CEO,,2008-05-23,2026-01-10,,,,282NC0060X,,,Y,,,,
1000002802,2,,NORTHWESTERN CARDIOLOGY GROUP,,,,,,,7867 MAIN ST,DALLAS,TX,752010000,7867 MAIN ST,,DALLAS,TX,752010000,,BROWN,DAVID,CEO,,2008-05-23,2026-01-10,,,,282N00000X,,,Y,,,,
1000002877,2,,BAYLOR INTERNAL MEDICINE ASSOCIATES,,,,,,,9074 MAIN ST,CHICAGO,IL,606110000,9074 MAIN ST,,CHICAGO,IL,606110000,,WILLIAMS,JAMES,CEO,,2008-05-23,2026-01-10,,,,282NC0060X,,,Y,,,,
1000002943,2,,NORTHWESTERN FAMILY MEDICINE,,,,,,,9838 HURON ST,PHOENIX,AZ,850040000,9838 HURON ST,,PHOENIX,AZ,850040000,,JOHNSON,JAMES,CEO,,2008-05-23,2026-01-10,,,,261QP2300X,,,Y,,,,
1000003016,2,,METHODIST HEALTH SYSTEM,,,,,,,1586 HURON ST,DALLAS,TX,752010000,1586 HURON ST,,DALLAS,TX,752010000,,BROWN,DAVID,CEO,,2008-05-23,2026-01-10,,,,282NC0060X,,,Y,,,,
1000003081,2,,METHODIST HEALTH SYSTEM,,,,,,,1586 HURON ST,DALLAS,TX,752010000,1586 HURON ST,,DALLAS,TX,752010000,,WILLIAMS,RAJ,CEO,,2008-05-23,2026-01-10,,,,282NC0060X,,,Y,,,,
1000003156,2,,METHODIST HEALTH SYSTEM,,,,,,,1586 HURON ST,DALLAS,TX,752010000,1586 HURON ST,,DALLAS,TX,752010000,,SMITH,JAMES,CEO,,2008-05-23,2026-01-10,,,,261QP2300X,,,Y,,,,
1000003222,2,,NORTHWESTERN MEDICAL CENTER,,,,,,,7867 MAIN ST,DALLAS,TX,752010000,7867 MAIN ST,,DALLAS,TX,752010000,,GARCIA,SARAH,CEO,,2008-05-23,2026-01-10,,,,261QP2300X,,,Y,,,,
1000003297,2,,MERCY FAMILY MEDICINE,,,,,,,9651 MAIN ST,HOUSTON,TX,770300000,9651 MAIN ST,,HOUSTON,TX,770300000,,PATEL,MARY,CEO,,2008-05-23,2026-01-10,,,,282N00000X,,,Y,,,,
1000003362,2,,LANGONE HEALTH SYSTEM,,,,,,,2463 MAIN ST,CHICAGO,IL,606110000,2463 MAIN ST,,CHICAGO,IL,606110000,,BROWN,LINH,CEO,,2008-05-23,2026-01-10,,,,261QP2300X,,,Y,,,,
1000003438,2,,NORTHWESTERN CARDIOLOGY GROUP,,,,,,,9279 GASTON ST,DENVER,CO,802020000,9279 GASTON ST,,DENVER,CO,802020000,,BROWN,MARY,CEO,,2008-05-23,2026-01-10,,,,282NC0060X,,,Y,,,,
1000003503,2,,ASCENSION CARDIOLOGY GROUP,,,,,,,8879 MAIN ST,DALLAS,TX,752010000,8879 MAIN ST,,DALLAS,TX,752010000,,WILLIAMS,LINH,CEO,,2008-05-23,2026-01-10,,,,282NC0060X,,,Y,,,,
1000003578,2,,METHODIST INTERNAL MEDICINE ASSOCIATES,,,,,,,3045 GASTON ST,CHICAGO,IL,606110000,3045 GASTON ST,,CHICAGO,IL,606110000,,NGUYEN,MARY,CEO,,2008-05-23,2026-01-10,,,,261QP2300X,,,Y,,,,
1000003644,2,,METHODIST HEALTH SYSTEM,,,,,,,3045 GASTON ST,CHICAGO,IL,606110000,3045 GASTON ST,,CHICAGO,IL,606110000,,BROWN,ANA,CEO,,2008-05-23,2026-01-10,,,,282N00000X,,,Y,,,,
1000003719,2,,ASCENSION FAMILY MEDICINE,,,,,,,7574 MAIN ST,DENVER,CO,802020000,7574 MAIN ST,,DENVER,CO,802020000,,BROWN,SARAH,CEO,,2008-05-23,2026-01-10,,,,282N00000X,,,Y,,,,
1000003784,2,,METHODIST FAMILY MEDICINE,,,,,,,1586 HURON ST,DALLAS,TX,752010000,1586 HURON ST,,DALLAS,TX,752010000,,GARCIA,LINH,CEO,,2008-05-23,2026-01-10,,,,261QP2300X,,,Y,,,,
1000003859,2,,NORTHWESTERN MEDICAL CENTER,,,,,,,9838 HURON ST,PHOENIX,AZ,850040000,9838 HURON ST,,PHOENIX,AZ,850040000,,PATEL,DAVID,CEO,,2008-05-23,2026-01-10,,,,282N00000X,,,Y,,,,
1000003925,2,,METHODIST HEALTH SYSTEM,,,,,,,3045 GASTON ST,CHICAGO,IL,606110000,3045 GASTON ST,,CHICAGO,IL,606110000,,BROWN,SARAH,CEO,,2008-05-23,2026-01-10,,,,282NC0060X,,,Y,,,,
1000003990,2,,BAYLOR HEALTH SYSTEM,,,,,,,7204 HURON ST,DALLAS,TX,752010000,7204 HURON ST,,DALLAS,TX,752010000,,JOHNSON,MARY,CEO,,2008-05-23,2026-01-10,,,,282N00000X,,,Y,,,,
1000004063,2,,BAYLOR MEDICAL CENTER,,,,,,,9220 GASTON ST,HOUSTON,TX,770300000,9220 GASTON ST,,HOUSTON,TX,770300000,,NGUYEN,ANA,CEO,,2008-05-23,2026-01-10,,,,282N00000X,,,Y,,,,
1000004139,2,,PRESBYTERIAN MEDICAL CENTER,,,,,,,5019 HURON ST,DALLAS,TX,752010000,5019 HURON ST,,DALLAS,TX,752010000,,GARCIA,RAJ,CEO,,2008-05-23,2026-01-10,,,,282N00000X,,,Y,,,,
1000004204,2,,BAYLOR HEALTH SYSTEM,,,,,,,2034 HURON ST,DENVER,CO,802020000,2034 HURON ST,,DENVER,CO,802020000,,WILLIAMS,RAJ,CEO,,2008-05-23,2026-01-10,,,,261QP2300X,,,Y,,,,
1000004279,2,,PRESBYTERIAN HEALTH SYSTEM,,,,,,,7105 FANNIN ST,PHOENIX,AZ,850040000,7105 FANNIN ST,,PHOENIX,AZ,850040000,,NGUYEN,MARY,CEO,,2008-05-23,2026-01-10,,,,282NC0060X,,,Y,,,,
1000004345,2,,PRESBYTERIAN HEALTH SYSTEM,,,,,,,5240 FANNIN ST,DENVER,CO,802020000,5240 FANNIN ST,,DENVER,CO,802020000,,NGUYEN,MARY,CEO,,2008-05-23,2026-01-10,,,,314000000X,,,Y,,,,
1000004410,2,,PRESBYTERIAN FAMILY MEDICINE,,,,,,,7105 FANNIN ST,PHOENIX,AZ,850040000,7105 FANNIN ST,,PHOENIX,AZ,850040000,,SMITH,ANA,CEO,,2008-05-23,2026-01-10,,,,282NC0060X,,,Y,,,,
1000004485,2,,PRESBYTERIAN CARDIOLOGY GROUP,,,,,,,7105 FANNIN ST,PHOENIX,AZ,850040000,7105 FANNIN ST,,PHOENIX,AZ,850040000,,WILLIAMS,MARY,CEO,,2008-05-23,2026-01-10,,,,282N00000X,,,Y,,,,
1000004550,2,,BAYLOR MEDICAL CENTER,,,,,,,3474 HURON ST,DENVER,CO,802020000,3474 HURON ST,,DENVER,CO,802020000,,WILLIAMS,RAJ,CEO,,2008-05-23,2026-01-10,,,,261QP2300X,,,Y,,,,
1000004626,2,,NORTHWESTERN MEDICAL CENTER,,,,,,,7867 MAIN ST,DALLAS,TX,752010000,7867 MAIN ST,,DALLAS,TX,752010000,,WILLIAMS,DAVID,CEO,,2008-05-23,2026-01-10,,,,261QP2300X,,,Y,,,,
1000004691,2,,LANGONE CARDIOLOGY GROUP,,,,,,,742 MAIN ST,NEW YORK,NY,100160000,742 MAIN ST,,NEW YORK,NY,100160000,,PATEL,MARY,CEO,,2008-05-23,2026-01-10,,,,261QP2300X,,,Y,,,,
1000004766,2,,PRESBYTERIAN FAMILY MEDICINE,,,,,,,7105 FANNIN ST,PHOENIX,AZ,850040000,7105 FANNIN ST,,PHOENIX,AZ,850040000,,GARCIA,ANA,CEO,,2008-05-23,2026-01-10,,,,282N00000X,,,Y,,,,
1000004832,2,,ASCENSION FAMILY MEDICINE,,,,,,,9364 MAIN ST,DALLAS,TX,752010000,9364 MAIN ST,,DALLAS,TX,752010000,,WILLIAMS,ANA,CEO,,2008-05-23,2026-01-10,,,,261QP2300X,,,Y,,,,
1000004907,2,,METHODIST INTERNAL MEDICINE ASSOCIATES,,,,,,,3045 GASTON ST,CHICAGO,IL,606110000,3045 GASTON ST,,CHICAGO,IL,606110000,,GARCIA,MARY,CEO,,2008-05-23,2026-01-10,,,,314000000X,,,Y,,,,
1000004972,2,,PRESBYTERIAN CARDIOLOGY GROUP,,,,,,,9458 GASTON ST,DALLAS,TX,752010000,9458 GASTON ST,,DALLAS,TX,752010000,,WILLIAMS,RAJ,CEO,,2008-05-23,2026-01-10,,,,282N00000X,,,Y,,,,
1000005045,2,,METHODIST CARDIOLOGY GROUP,,,,,,,6568 MAIN ST,CHICAGO,IL,606110000,6568 MAIN ST,,CHICAGO,IL,606110000,,GARCIA,DAVID,CEO,,2008-05-23,2026-01-10,,,,282NC0060X,,,Y,,,,
1000005110,2,,METHODIST INTERNAL MEDICINE ASSOCIATES,,,,,,,6568 MAIN ST,CHICAGO,IL,606110000,6568 MAIN ST,,CHICAGO,IL,606110000,,NGUYEN,LINH,CEO,,2008-05-23,2026-01-10,,,,314000000X,,,Y,,,,
1000005185,2,,LANGONE HEALTH SYSTEM,,,,,,,2463 MAIN ST,CHICAGO,IL,606110000,2463 MAIN ST,,CHICAGO,IL,606110000,,SMITH,SARAH,CEO,,2008-05-23,2026-01-10,,,,282N00000X,,,Y,,,,
1000005250,2,,PRESBYTERIAN MEDICAL CENTER,,,,,,,6599 MAIN ST,DENVER,CO,802020000,6599 MAIN ST,,DENVER,CO,802020000,,PATEL,RAJ,CEO,,2008-05-23,2026-01-10,,,,282N00000X,,,Y,,,,
1000005326,2,,ASCENSION FAMILY MEDICINE,,,,,,,8879 MAIN ST,DALLAS,TX,752010000,8879 MAIN ST,,DALLAS,TX,752010000,,BROWN,MARY,CEO,,2008-05-23,2026-01-10,,,,314000000X,,,Y,,,,
1000005391,2,,BAYLOR CARDIOLOGY GROUP,,,,,,,3474 HURON ST,DENVER,CO,802020000,3474 HURON ST,,DENVER,CO,802020000,,JOHNSON,LINH,CEO,,2008-05-23,2026-01-10,,,,282NC0060X,,,Y,,,,
1000005466,2,,METHODIST HEALTH SYSTEM,,,,,,,3045 GASTON ST,CHICAGO,IL,606110000,3045 GASTON ST,,CHICAGO,IL,606110000,,WILLIAMS,RAJ,CEO,,2008-05-23,2026-01-10,,,,282NC0060X,,,Y,,,,
1000005532,2,,PRESBYTERIAN CARDIOLOGY GROUP,,,,,,,1050 GASTON ST,CHICAGO,IL,606110000,1050 GASTON ST,,CHICAGO,IL,606110000,,BROWN,DAVID,CEO,,2008-05-23,2026-01-10,,,,282N00000X,,,Y,,,,
1000005607,2,,ASCENSION INTERNAL MEDICINE ASSOCIATES,,,,,,,9364 MAIN ST,DALLAS,TX,752010000,9364 MAIN ST,,DALLAS,TX,752010000,,PATEL,JAMES,CEO,,2008-05-23,2026-01-10,,,,282N00000X,,,Y,,,,
1000005672,1,,,SMITH,JAMES,,,,NP,5704 GASTON ST,HOUSTON,TX,770301234,5704 GASTON ST,,HOUSTON,TX,770301234,,,,,,2010-09-01,2026-01-12,,,Y,207Q00000X,TX69477,TX,Y,,,,
1000005748,1,,,PATEL,JAMES,,,,DO,6568 MAIN ST,CHICAGO,IL,606111234,6568 MAIN ST,,CHICAGO,IL,606111234,,,,,,2010-09-01,2026-01-12,,,Y,363LF0000X,IL31161,IL,Y,208D00000X,,IL,N
1000005888,2,,SMITH FAMILY MEDICINE PLLC,,,,,,,,,,,9220 GASTON ST,,HOUSTON,TX,770300000,,SMITH,RAJ,OWNER,,2012-02-01,2026-01-09,,,,261QP2300X,,,Y,,,,
1000005813,1,,,SMITH,SARAH,,,,DO,9220 GASTON ST,HOUSTON,TX,770301234,9220 GASTON ST,,HOUSTON,TX,770301234,,,,,,2010-09-01,2026-01-12,,,N,207RC0000X,TX68417,TX,Y,,,,
1000006027,2,,BROWN CARDIOLOGY PLLC,,,,,,,,,,,9458 GASTON ST,,DALLAS,TX,752010000,,BROWN,JAMES,OWNER,,2012-02-01,2026-01-09,,,,261QP2300X,,,Y,,,,
1000005953,1,,,BROWN,DAVID,,,,DO,9458 GASTON ST,DALLAS,TX,752011234,9458 GASTON ST,,DALLAS,TX,752011234,,,,,,2010-09-01,2026-01-12,2025-08-01,,N,207RC0000X,TX42201,TX,Y,207R00000X,,TX,N
1000006092,1,,,BROWN,ANA,,,,NP,742 MAIN ST,NEW YORK,NY,100161234,742 MAIN ST,,NEW YORK,NY,100161234,,,,,,2010-09-01,2026-01-12,,,Y,363LF0000X,NY40089,NY,Y,,,,
1000006167,1,,,JOHNSON,JAMES,,,,DO,9279 GASTON ST,DENVER,CO,802021234,9279 GASTON ST,,DENVER,CO,802021234,,,,,,2010-09-01,2026-01-12,,,Y,207R00000X,CO19269,CO,Y,208D00000X,,CO,N
1000006233,1,,,WILLIAMS,DAVID,,,,PA,5704 GASTON ST,HOUSTON,TX,770301234,5704 GASTON ST,,HOUSTON,TX,770301234,,,,,,2010-09-01,2026-01-12,2025-08-01,,N,363LF0000X,TX88483,TX,Y,207R00000X,,TX,N
1000006373,2,,WILLIAMS CARDIOLOGY PLLC,,,,,,,,,,,6599 MAIN ST,,DENVER,CO,802020000,,WILLIAMS,LINH,OWNER,,2012-02-01,2026-01-09,,,,261QP2300X,,,Y,,,,
1000006308,1,,,WILLIAMS,ANA,,,,MD,6599 MAIN ST,DENVER,CO,802021234,6599 MAIN ST,,DENVER,CO,802021234,,,,,,2010-09-01,2026-01-12,,,N,363LF0000X,CO57728,CO,Y,207R00000X,,CO,N
1000006514,2,,JOHNSON CARDIOLOGY PLLC,,,,,,,,,,,9279 GASTON ST,,DENVER,CO,802020000,,JOHNSON,RAJ,OWNER,,2012-02-01,2026-01-09,,,,261QP2300X,,,Y,,,,
1000006449,1,,,JOHNSON,JAMES,,,,NP,9279 GASTON ST,DENVER,CO,802021234,9279 GASTON ST,,DENVER,CO,802021234,,,,,,2010-09-01,2026-01-12,,,N,207RC0000X,CO20995,CO,Y,207R00000X,,CO,N
1000006654,2,,WILLIAMS FAMILY MEDICINE PLLC,,,,,,,,,,,3045 GASTON ST,,CHICAGO,IL,606110000,,WILLIAMS,ANA,OWNER,,2012-02-01,2026-01-09,,,,261QP2300X,,,Y,,,,
1000006589,1,,,WILLIAMS,SARAH,,,,MD,3045 GASTON ST,CHICAGO,IL,606111234,3045 GASTON ST,,CHICAGO,IL,606111234,,,,,,2010-09-01,2026-01-12,,,Y,207RG0100X,IL62364,IL,Y,207R00000X,,IL,N
1000006795,2,,PATEL CARDIOLOGY PLLC,,,,,,,,,,,6568 MAIN ST,,CHICAGO,IL,606110000,,PATEL,MARY,OWNER,,2012-02-01,2026-01-09,,,,261QP2300X,,,Y,,,,
1000006720,1,,,PATEL,LINH,,,,DO,6568 MAIN ST,CHICAGO,IL,606111234,6568 MAIN ST,,CHICAGO,IL,606111234,,,,,,2010-09-01,2026-01-12,,,N,207R00000X,IL52747,IL,Y,207R00000X,,IL,N
1000006860,1,,,WILLIAMS,DAVID,,,,PA,2463 MAIN ST,CHICAGO,IL,606111234,2463 MAIN ST,,CHICAGO,IL,606111234,,,,,,2010-09-01,2026-01-12,,,Y,207R00000X,IL78649,IL,Y,207R00000X,,IL,N
1000006936,1,,,NGUYEN,DAVID,,,,DO,7574 MAIN ST,DENVER,CO,802021234,7574 MAIN ST,,DENVER,CO,802021234,,,,,,2010-09-01,2026-01-12,,,Y,207Q00000X,CO14084,CO,Y,,,,
1000007009,1,,,JOHNSON,LINH,,,,MD,8879 MAIN ST,DALLAS,TX,752011234,8879 MAIN ST,,DALLAS,TX,752011234,,,,,,2010-09-01,2026-01-12,,,Y,207Q00000X,TX92080,TX,Y,208D00000X,,TX,N
