county_fips,cbsa_code,cbsa_title,area_type,central_outlying
17107,30660,"Lincoln, IL",Micropolitan,Central
31109,30700,"Lincoln, NE",Metropolitan,Central
31159,30700,"Lincoln, NE",Metropolitan,Outlying
05045,30780,"Little Rock-North Little Rock-Conway, AR",Metropolitan,Outlying
05053,30780,"Little Rock-North Little Rock-Conway, AR",Metropolitan,Outlying
05085,30780,"Little Rock-North Little Rock-Conway, AR",Metropolitan,Central
05105,30780,"Little Rock-North Little Rock-Conway, AR",Metropolitan,Outlying
05119,30780,"Little Rock-North Little Rock-Conway, AR",Metropolitan,Central
05125,30780,"Little Rock-North Little Rock-Conway, AR",Metropolitan,Central
42035,30820,"Lock Haven, PA",Micropolitan,Central
16041,30860,"Logan, UT-ID",Metropolitan,Outlying
49005,30860,"Logan, UT-ID",Metropolitan,Central
18017,30900,"Logansport, IN",Micropolitan,Central
48183,30980,"Longview, TX",Metropolitan,Central
48203,30980,"Longview, TX",Metropolitan,Outlying
48401,30980,"Longview, TX",Metropolitan,Outlying
48459,30980,"Longview, TX",Metropolitan,Outlying
53015,31020,"Longview-Kelso, WA",Metropolitan,Central
35028,31060,"Los Alamos, NM",Micropolitan,Central
06037,31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,Central
06059,31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,Central
18019,31140,"Louisville/Jefferson County, KY-IN",Metropolitan,Central
18043,31140,"Louisville/Jefferson County, KY-IN",Metropolitan,Central
18061,31140,"Louisville/Jefferson County, KY-IN",Metropolitan,Outlying
18175,31140,"Louisville/Jefferson County, KY-IN",Metropolitan,Outlying
21029,31140,"Louisville/Jefferson County, KY-IN",Metropolitan,Central
21103,31140,"Louisville/Jefferson County, KY-IN",Metropolitan,Outlying
21111,31140,"Louisville/Jefferson County, KY-IN",Metropolitan,Central
21163,31140,"Louisville/Jefferson County, KY-IN",Metropolitan,Outlying
21179,31140,"Louisville/Jefferson County, KY-IN",Metropolitan,Outlying
21185,31140,"Louisville/Jefferson County, KY-IN",Metropolitan,Central
21211,31140,"Louisville/Jefferson County, KY-IN",Metropolitan,Outlying
21215,31140,"Louisville/Jefferson County, KY-IN",Metropolitan,Outlying
48079,31180,"Lubbock, TX",Metropolitan,Outlying
48107,31180,"Lubbock, TX",Metropolitan,Outlying
48169,31180,"Lubbock, TX",Metropolitan,Outlying
48219,31180,"Lubbock, TX",Metropolitan,Outlying
48303,31180,"Lubbock, TX",Metropolitan,Central
48305,31180,"Lubbock, TX",Metropolitan,Outlying
26105,31220,"Ludington, MI",Micropolitan,Central
48005,31260,"Lufkin, TX",Micropolitan,Central
37155,31300,"Lumberton, NC",Micropolitan,Central
51009,31340,"Lynchburg, VA",Metropolitan,Central
51011,31340,"Lynchburg, VA",Metropolitan,Outlying
51019,31340,"Lynchburg, VA",Metropolitan,Central
51031,31340,"Lynchburg, VA",Metropolitan,Central
51680,31340,"Lynchburg, VA",Metropolitan,Central
17109,31380,"Macomb, IL",Micropolitan,Central
13021,31420,"Macon-Bibb County, GA",Metropolitan,Central
13079,31420,"Macon-Bibb County, GA",Metropolitan,Outlying
13169,31420,"Macon-Bibb County, GA",Metropolitan,Outlying
13207,31420,"Macon-Bibb County, GA",Metropolitan,Outlying
13289,31420,"Macon-Bibb County, GA",Metropolitan,Outlying
18077,31500,"Madison, IN",Micropolitan,Central
55021,31540,"Madison, WI",Metropolitan,Outlying
55025,31540,"Madison, WI",Metropolitan,Central
55045,31540,"Madison, WI",Metropolitan,Outlying
55049,31540,"Madison, WI",Metropolitan,Outlying
21107,31580,"Madisonville, KY",Micropolitan,Central
05027,31620,"Magnolia, AR",Micropolitan,Central
05059,31680,"Malvern, AR",Micropolitan,Central
33011,31700,"Manchester-Nashua, NH",Metropolitan,Central
20061,31740,"Manhattan, KS",Metropolitan,Outlying
20149,31740,"Manhattan, KS",Metropolitan,Outlying
20161,31740,"Manhattan, KS",Metropolitan,Central
55071,31820,"Manitowoc, WI",Micropolitan,Central
27013,31860,"Mankato, MN",Metropolitan,Central
27103,31860,"Mankato, MN",Metropolitan,Central
39139,31900,"Mansfield, OH",Metropolitan,Central
39167,31930,"Marietta, OH",Micropolitan,Central
26109,31940,"Marinette, WI-MI",Micropolitan,Central
55075,31940,"Marinette, WI-MI",Micropolitan,Central
18053,31980,"Marion, IN",Micropolitan,Central
37111,32000,"Marion, NC",Micropolitan,Central
39101,32020,"Marion, OH",Micropolitan,Central
17199,32060,"Marion-Herrin, IL",Micropolitan,Central
26103,32100,"Marquette, MI",Micropolitan,Central
27083,32140,"Marshall, MN",Micropolitan,Central
29195,32180,"Marshall, MO",Micropolitan,Central
19127,32260,"Marshalltown, IA",Micropolitan,Central
47183,32280,"Martin, TN",Micropolitan,Central
51089,32300,"Martinsville, VA",Micropolitan,Central
51690,32300,"Martinsville, VA",Micropolitan,Central
29147,32340,"Maryville, MO",Micropolitan,Central
19033,32380,"Mason City, IA",Micropolitan,Central
19195,32380,"Mason City, IA",Micropolitan,Outlying
36089,32390,"Massena-Ogdensburg, NY",Micropolitan,Central
72023,32420,"Mayagüez, PR",Metropolitan,Central
72067,32420,"Mayagüez, PR",Metropolitan,Outlying
72079,32420,"Mayagüez, PR",Metropolitan,Central
72097,32420,"Mayagüez, PR",Metropolitan,Outlying
72121,32420,"Mayagüez, PR",Metropolitan,Central
72125,32420,"Mayagüez, PR",Metropolitan,Central
21083,32460,"Mayfield, KY",Micropolitan,Central
40121,32540,"McAlester, OK",Micropolitan,Central
48215,32580,"McAllen-Edinburg-Mission, TX",Metropolitan,Central
28113,32620,"McComb, MS",Micropolitan,Central
28147,32620,"McComb, MS",Micropolitan,Outlying
47177,32660,"McMinnville, TN",Micropolitan,Central
20113,32700,"McPherson, KS",Micropolitan,Central
42039,32740,"Meadville, PA",Micropolitan,Central
41029,32780,"Medford, OR",Metropolitan,Central
05035,32820,"Memphis, TN-MS-AR",Metropolitan,Central
28009,32820,"Memphis, TN-MS-AR",Metropolitan,Outlying
28033,32820,"Memphis, TN-MS-AR",Metropolitan,Central
28093,32820,"Memphis, TN-MS-AR",Metropolitan,Outlying
28137,32820,"Memphis, TN-MS-AR",Metropolitan,Outlying
28143,32820,"Memphis, TN-MS-AR",Metropolitan,Outlying
47047,32820,"Memphis, TN-MS-AR",Metropolitan,Outlying
47157,32820,"Memphis, TN-MS-AR",Metropolitan,Central
47167,32820,"Memphis, TN-MS-AR",Metropolitan,Outlying
55033,32860,"Menomonie, WI",Micropolitan,Central
06047,32900,"Merced, CA",Metropolitan,Central
28023,32940,"Meridian, MS",Micropolitan,Outlying
28075,32940,"Meridian, MS",Micropolitan,Central
29007,33020,"Mexico, MO",Micropolitan,Central
40115,33060,"Miami, OK",Micropolitan,Central
12011,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan,Central
12086,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan,Central
12099,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan,Central
18091,33140,"Michigan City-La Porte, IN",Metropolitan,Central
21013,33180,"Middlesborough, KY",Micropolitan,Central
26111,33220,"Midland, MI",Metropolitan,Central
48317,33260,"Midland, TX",Metropolitan,Outlying
48329,33260,"Midland, TX",Metropolitan,Central
13009,33300,"Milledgeville, GA",Micropolitan,Central
55079,33340,"Milwaukee-Waukesha, WI",Metropolitan,Central
55089,33340,"Milwaukee-Waukesha, WI",Metropolitan,Outlying
55131,33340,"Milwaukee-Waukesha, WI",Metropolitan,Outlying
55133,33340,"Milwaukee-Waukesha, WI",Metropolitan,Central
22119,33380,"Minden, LA",Micropolitan,Central
48363,33420,"Mineral Wells, TX",Micropolitan,Central
27003,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan,Central
27019,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan,Central
27025,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan,Outlying
27037,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan,Central
27053,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan,Central
27059,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan,Outlying
27079,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan,Outlying
27095,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan,Outlying
27123,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan,Central
27139,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan,Central
27141,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan,Central
27163,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan,Central
27171,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan,Central
55093,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan,Outlying
55109,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan,Outlying
38049,33500,"Minot, ND",Metropolitan,Outlying
38075,33500,"Minot, ND",Metropolitan,Outlying
38101,33500,"Minot, ND",Metropolitan,Central
30061,33540,"Missoula, MT",Metropolitan,Outlying
30063,33540,"Missoula, MT",Metropolitan,Central
46035,33580,"Mitchell, SD",Micropolitan,Central
46061,33580,"Mitchell, SD",Micropolitan,Outlying
46111,33580,"Mitchell, SD",Micropolitan,Outlying
29175,33620,"Moberly, MO",Micropolitan,Central
01097,33660,"Mobile, AL",Metropolitan,Central
06099,33700,"Modesto, CA",Metropolitan,Central
22067,33740,"Monroe, LA",Metropolitan,Outlying
22073,33740,"Monroe, LA",Metropolitan,Central
22083,33740,"Monroe, LA",Metropolitan,Outlying
22111,33740,"Monroe, LA",Metropolitan,Outlying
26115,33780,"Monroe, MI",Metropolitan,Central
01001,33860,"Montgomery, AL",Metropolitan,Central
01051,33860,"Montgomery, AL",Metropolitan,Central
01085,33860,"Montgomery, AL",Metropolitan,Outlying
01101,33860,"Montgomery, AL",Metropolitan,Central
18181,33900,"Monticello, IN",Micropolitan,Central
36105,33910,"Monticello, NY",Micropolitan,Central
08085,33940,"Montrose, CO",Micropolitan,Central
37031,33980,"Morehead City, NC",Micropolitan,Central
22101,34020,"Morgan City, LA",Micropolitan,Central
54061,34060,"Morgantown, WV",Metropolitan,Central
54077,34060,"Morgantown, WV",Metropolitan,Outlying
47063,34100,"Morristown, TN",Metropolitan,Central
47089,34100,"Morristown, TN",Metropolitan,Central
16057,34140,"Moscow, ID",Micropolitan,Central
53025,34180,"Moses Lake, WA",Micropolitan,Central
13071,34220,"Moultrie, GA",Micropolitan,Central
05005,34260,"Mountain Home, AR",Micropolitan,Central
16039,34300,"Mountain Home, ID",Micropolitan,Central
37171,34340,"Mount Airy, NC",Micropolitan,Central
26073,34380,"Mount Pleasant, MI",Micropolitan,Central
48063,34420,"Mount Pleasant, TX",Micropolitan,Outlying
48343,34420,"Mount Pleasant, TX",Micropolitan,Outlying
48449,34420,"Mount Pleasant, TX",Micropolitan,Central
21011,34460,"Mount Sterling, KY",Micropolitan,Outlying
21165,34460,"Mount Sterling, KY",Micropolitan,Outlying
21173,34460,"Mount Sterling, KY",Micropolitan,Central
17081,34500,"Mount Vernon, IL",Micropolitan,Central
39083,34540,"Mount Vernon, OH",Micropolitan,Central
53057,34580,"Mount Vernon-Anacortes, WA",Metropolitan,Central
18035,34620,"Muncie, IN",Metropolitan,Central
21035,34660,"Murray, KY",Micropolitan,Central
45043,34680,"Murrells Inlet, SC",Micropolitan,Central
19139,34700,"Muscatine, IA",Micropolitan,Central
26121,34740,"Muskegon-Norton Shores, MI",Metropolitan,Central
40101,34780,"Muskogee, OK",Micropolitan,Central
45051,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC",Metropolitan,Central
48347,34860,"Nacogdoches, TX",Micropolitan,Central
25019,34880,"Nantucket, MA",Micropolitan,Central
06055,34900,"Napa, CA",Metropolitan,Central
12021,34940,"Naples-Marco Island, FL",Metropolitan,Central
47015,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,Outlying
47021,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,Outlying
47037,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,Central
47043,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,Outlying
47081,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,Outlying
47111,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,Outlying
47119,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,Outlying
47147,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,Outlying
47149,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,Outlying
47159,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,Outlying
47165,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,Central
47169,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,Outlying
47187,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,Central
47189,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,Central
22029,35020,"Natchez, MS-LA",Micropolitan,Central
28001,35020,"Natchez, MS-LA",Micropolitan,Central
28063,35020,"Natchez, MS-LA",Micropolitan,Outlying
22069,35060,"Natchitoches, LA",Micropolitan,Central
37049,35100,"New Bern, NC",Micropolitan,Central
37103,35100,"New Bern, NC",Micropolitan,Outlying
37137,35100,"New Bern, NC",Micropolitan,Outlying
45071,35140,"Newberry, SC",Micropolitan,Central
18065,35220,"New Castle, IN",Micropolitan,Central
09170,35300,"New Haven, CT",Metropolitan,Central
22045,35340,"New Iberia, LA",Micropolitan,Central
22051,35380,"New Orleans-Metairie, LA",Metropolitan,Central
22071,35380,"New Orleans-Metairie, LA",Metropolitan,Central
22075,35380,"New Orleans-Metairie, LA",Metropolitan,Central
22087,35380,"New Orleans-Metairie, LA",Metropolitan,Central
22089,35380,"New Orleans-Metairie, LA",Metropolitan,Central
22093,35380,"New Orleans-Metairie, LA",Metropolitan,Central
22095,35380,"New Orleans-Metairie, LA",Metropolitan,Central
39157,35420,"New Philadelphia-Dover, OH",Micropolitan,Central
41041,35440,"Newport, OR",Micropolitan,Central
47029,35460,"Newport, TN",Micropolitan,Central
27015,35580,"New Ulm, MN",Micropolitan,Central
34003,35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan,Central
34013,35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan,Central
34017,35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan,Central
34019,35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan,Outlying
34023,35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan,Central
34025,35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan,Central
34027,35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan,Central
34029,35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan,Central
34031,35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan,Central
34035,35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan,Central
34037,35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan,Outlying
34039,35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan,Central
36005,35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan,Central
36047,35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan,Central
36059,35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan,Central
36061,35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan,Central
36079,35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan,Central
36081,35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan,Central
36085,35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan,Central
36087,35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan,Central
36103,35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan,Central
36119,35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan,Central
26021,35660,"Niles, MI",Metropolitan,Central
04023,35700,"Nogales, AZ",Micropolitan,Central
31119,35740,"Norfolk, NE",Micropolitan,Central
31139,35740,"Norfolk, NE",Micropolitan,Outlying
31167,35740,"Norfolk, NE",Micropolitan,Outlying
31111,35820,"North Platte, NE",Micropolitan,Central
31113,35820,"North Platte, NE",Micropolitan,Outlying
12081,35840,"North Port-Bradenton-Sarasota, FL",Metropolitan,Central
12115,35840,"North Port-Bradenton-Sarasota, FL",Metropolitan,Central
37193,35900,"North Wilkesboro, NC",Micropolitan,Central
39077,35940,"Norwalk, OH",Micropolitan,Central
09180,35980,"Norwich-New London-Willimantic, CT",Metropolitan,Central
53029,36020,"Oak Harbor, WA",Micropolitan,Central
12083,36100,"Ocala, FL",Metropolitan,Central
24047,36180,"Ocean Pines, MD",Micropolitan,Central
48135,36220,"Odessa, TX",Metropolitan,Central
49011,36260,"Ogden, UT",Metropolitan,Central
49029,36260,"Ogden, UT",Metropolitan,Outlying
49057,36260,"Ogden, UT",Metropolitan,Central
42121,36340,"Oil City, PA",Micropolitan,Central
12093,36380,"Okeechobee, FL",Micropolitan,Central
40017,36420,"Oklahoma City, OK",Metropolitan,Central
40027,36420,"Oklahoma City, OK",Metropolitan,Central
40051,36420,"Oklahoma City, OK",Metropolitan,Outlying
40081,36420,"Oklahoma City, OK",Metropolitan,Outlying
40083,36420,"Oklahoma City, OK",Metropolitan,Central
40087,36420,"Oklahoma City, OK",Metropolitan,Outlying
40109,36420,"Oklahoma City, OK",Metropolitan,Central
36009,36460,"Olean, NY",Micropolitan,Central
53067,36500,"Olympia-Lacey-Tumwater, WA",Metropolitan,Central
19085,36540,"Omaha, NE-IA",Metropolitan,Outlying
19129,36540,"Omaha, NE-IA",Metropolitan,Outlying
19155,36540,"Omaha, NE-IA",Metropolitan,Central
31025,36540,"Omaha, NE-IA",Metropolitan,Outlying
31055,36540,"Omaha, NE-IA",Metropolitan,Central
31153,36540,"Omaha, NE-IA",Metropolitan,Central
31155,36540,"Omaha, NE-IA",Metropolitan,Outlying
31177,36540,"Omaha, NE-IA",Metropolitan,Outlying
36077,36580,"Oneonta, NY",Micropolitan,Central
16075,36620,"Ontario, OR-ID",Micropolitan,Central
41045,36620,"Ontario, OR-ID",Micropolitan,Central
22097,36660,"Opelousas, LA",Micropolitan,Central
45075,36700,"Orangeburg, SC",Micropolitan,Central
12069,36740,"Orlando-Kissimmee-Sanford, FL",Metropolitan,Outlying
12095,36740,"Orlando-Kissimmee-Sanford, FL",Metropolitan,Central
12097,36740,"Orlando-Kissimmee-Sanford, FL",Metropolitan,Outlying
12117,36740,"Orlando-Kissimmee-Sanford, FL",Metropolitan,Central
55139,36780,"Oshkosh-Neenah, WI",Metropolitan,Central
19123,36820,"Oskaloosa, IA",Micropolitan,Central
53001,36830,"Othello, WA",Micropolitan,Central
17011,36837,"Ottawa, IL",Micropolitan,Central
17099,36837,"Ottawa, IL",Micropolitan,Central
17155,36837,"Ottawa, IL",Micropolitan,Outlying
20059,36840,"Ottawa, KS",Micropolitan,Central
19179,36900,"Ottumwa, IA",Micropolitan,Central
27147,36940,"Owatonna, MN",Micropolitan,Central
21059,36980,"Owensboro, KY",Metropolitan,Central
21149,36980,"Owensboro, KY",Metropolitan,Outlying
26155,37020,"Owosso, MI",Micropolitan,Central
28071,37060,"Oxford, MS",Micropolitan,Central
28161,37060,"Oxford, MS",Micropolitan,Outlying
06111,37100,"Oxnard-Thousand Oaks-Ventura, CA",Metropolitan,Central
01045,37120,"Ozark, AL",Micropolitan,Central
17127,37140,"Paducah, KY-IL",Metropolitan,Outlying
21007,37140,"Paducah, KY-IL",Metropolitan,Outlying
21039,37140,"Paducah, KY-IL",Metropolitan,Outlying
21139,37140,"Paducah, KY-IL",Metropolitan,Outlying
21145,37140,"Paducah, KY-IL",Metropolitan,Central
32023,37220,"Pahrump, NV",Micropolitan,Central
12107,37260,"Palatka, FL",Micropolitan,Central
48001,37300,"Palestine, TX",Micropolitan,Central
12009,37340,"Palm Bay-Melbourne-Titusville, FL",Metropolitan,Central
48179,37420,"Pampa, TX",Micropolitan,Central
48393,37420,"Pampa, TX",Micropolitan,Outlying
12005,37460,"Panama City-Panama City Beach, FL",Metropolitan,Central
12133,37460,"Panama City-Panama City Beach, FL",Metropolitan,Outlying
05055,37500,"Paragould, AR",Micropolitan,Central
47079,37540,"Paris, TN",Micropolitan,Central
48277,37580,"Paris, TX",Micropolitan,Central
48387,37580,"Paris, TX",Micropolitan,Outlying
54105,37620,"Parkersburg-Vienna, WV",Metropolitan,Outlying
54107,37620,"Parkersburg-Vienna, WV",Metropolitan,Central
04007,37740,"Payson, AZ",Micropolitan,Central
19125,37800,"Pella, IA",Micropolitan,Central
12033,37860,"Pensacola-Ferry Pass-Brent, FL",Metropolitan,Central
12113,37860,"Pensacola-Ferry Pass-Brent, FL",Metropolitan,Central
17123,37900,"Peoria, IL",Metropolitan,Outlying
17143,37900,"Peoria, IL",Metropolitan,Central
17175,37900,"Peoria, IL",Metropolitan,Outlying
17179,37900,"Peoria, IL",Metropolitan,Central
17203,37900,"Peoria, IL",Metropolitan,Central
18103,37940,"Peru, IN",Micropolitan,Central
26047,37950,"Petoskey, MI",Micropolitan,Central
10003,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan,Central
24015,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan,Central
34005,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan,Central
34007,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan,Central
34015,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan,Central
34033,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan,Central
42017,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan,Central
42029,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan,Central
42045,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan,Central
42091,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan,Central
42101,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan,Central
04013,38060,"Phoenix-Mesa-Chandler, AZ",Metropolitan,Central
04021,38060,"Phoenix-Mesa-Chandler, AZ",Metropolitan,Central
28109,38100,"Picayune, MS",Micropolitan,Central
46065,38180,"Pierre, SD",Micropolitan,Central
46117,38180,"Pierre, SD",Micropolitan,Central
21071,38210,"Pikeville, KY",Micropolitan,Outlying
21195,38210,"Pikeville, KY",Micropolitan,Central
05025,38220,"Pine Bluff, AR",Micropolitan,Outlying
05069,38220,"Pine Bluff, AR",Micropolitan,Central
37125,38240,"Pinehurst-Southern Pines, NC",Metropolitan,Central
20037,38260,"Pittsburg, KS",Micropolitan,Central
42003,38300,"Pittsburgh, PA",Metropolitan,Central
42005,38300,"Pittsburgh, PA",Metropolitan,Outlying
42007,38300,"Pittsburgh, PA",Metropolitan,Central
42019,38300,"Pittsburgh, PA",Metropolitan,Central
42051,38300,"Pittsburgh, PA",Metropolitan,Outlying
42073,38300,"Pittsburgh, PA",Metropolitan,Outlying
42125,38300,"Pittsburgh, PA",Metropolitan,Central
42129,38300,"Pittsburgh, PA",Metropolitan,Central
25003,38340,"Pittsfield, MA",Metropolitan,Central
48153,38380,"Plainview, TX",Micropolitan,Outlying
48189,38380,"Plainview, TX",Micropolitan,Central
55043,38420,"Platteville, WI",Micropolitan,Central
36019,38460,"Plattsburgh, NY",Micropolitan,Central
18099,38500,"Plymouth, IN",Micropolitan,Central
16005,38540,"Pocatello, ID",Metropolitan,Central
40071,38620,"Ponca City, OK",Micropolitan,Central
72059,38660,"Ponce, PR",Metropolitan,Outlying
72075,38660,"Ponce, PR",Metropolitan,Outlying
72111,38660,"Ponce, PR",Metropolitan,Outlying
72113,38660,"Ponce, PR",Metropolitan,Central
72149,38660,"Ponce, PR",Metropolitan,Outlying
72153,38660,"Ponce, PR",Metropolitan,Outlying
17105,38700,"Pontiac, IL",Micropolitan,Central
29023,38740,"Poplar Bluff, MO",Micropolitan,Central
53009,38820,"Port Angeles, WA",Micropolitan,Central
23005,38860,"Portland-South Portland, ME",Metropolitan,Central
23023,38860,"Portland-South Portland, ME",Metropolitan,Outlying
23031,38860,"Portland-South Portland, ME",Metropolitan,Central
41005,38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan,Central
41009,38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan,Outlying
41051,38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan,Central
41067,38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan,Central
41071,38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan,Outlying
53011,38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan,Central
53059,38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan,Outlying
48057,38920,"Port Lavaca, TX",Micropolitan,Central
12085,38940,"Port St. Lucie, FL",Metropolitan,Central
12111,38940,"Port St. Lucie, FL",Metropolitan,Central
39145,39020,"Portsmouth, OH",Micropolitan,Central
53031,39040,"Port Townsend, WA",Micropolitan,Central
42107,39060,"Pottsville, PA",Micropolitan,Central
04025,39150,"Prescott Valley-Prescott, AZ",Metropolitan,Central
49007,39220,"Price, UT",Micropolitan,Central
25005,39300,"Providence-Warwick, RI-MA",Metropolitan,Central
44001,39300,"Providence-Warwick, RI-MA",Metropolitan,Central
44003,39300,"Providence-Warwick, RI-MA",Metropolitan,Central
44005,39300,"Providence-Warwick, RI-MA",Metropolitan,Central
44007,39300,"Providence-Warwick, RI-MA",Metropolitan,Central
44009,39300,"Providence-Warwick, RI-MA",Metropolitan,Central
49023,39340,"Provo-Orem-Lehi, UT",Metropolitan,Outlying
49049,39340,"Provo-Orem-Lehi, UT",Metropolitan,Central
08101,39380,"Pueblo, CO",Metropolitan,Central
53075,39420,"Pullman, WA",Micropolitan,Central
12015,39460,"Punta Gorda, FL",Metropolitan,Central
09150,39480,"Putnam, CT",Micropolitan,Central
17001,39500,"Quincy, IL-MO",Micropolitan,Central
29111,39500,"Quincy, IL-MO",Micropolitan,Outlying
55101,39540,"Racine-Mount Pleasant, WI",Metropolitan,Central
37069,39580,"Raleigh-Cary, NC",Metropolitan,Central
37101,39580,"Raleigh-Cary, NC",Metropolitan,Outlying
37183,39580,"Raleigh-Cary, NC",Metropolitan,Central
46033,39660,"Rapid City, SD",Metropolitan,Outlying
46093,39660,"Rapid City, SD",Metropolitan,Outlying
46103,39660,"Rapid City, SD",Metropolitan,Central
48489,39700,"Raymondville, TX",Micropolitan,Central
42011,39740,"Reading, PA",Metropolitan,Central
06103,39780,"Red Bluff, CA",Micropolitan,Central
06089,39820,"Redding, CA",Metropolitan,Central
27049,39860,"Red Wing, MN",Micropolitan,Central
32019,39900,"Reno, NV",Metropolitan,Outlying
32029,39900,"Reno, NV",Metropolitan,Outlying
32031,39900,"Reno, NV",Metropolitan,Central
16043,39940,"Rexburg, ID",Micropolitan,Outlying
16065,39940,"Rexburg, ID",Micropolitan,Central
55005,39960,"Rice Lake, WI",Micropolitan,Central
18177,39980,"Richmond, IN",Micropolitan,Central
51007,40060,"Richmond, VA",Metropolitan,Outlying
51036,40060,"Richmond, VA",Metropolitan,Outlying
51041,40060,"Richmond, VA",Metropolitan,Central
51053,40060,"Richmond, VA",Metropolitan,Central
51075,40060,"Richmond, VA",Metropolitan,Outlying
51085,40060,"Richmond, VA",Metropolitan,Central
51087,40060,"Richmond, VA",Metropolitan,Central
